timestamp_s,latitude,longitude,altitude_m,battery_soc,battery_temp_c,battery_drop_rate_pct_min,motor_health,airspeed_mps,payload_kg,wind_speed_mps,wind_direction_deg,link_quality,power_draw_w,vibration_g,esc_temp_c,gps_satellites,gps_hdop,heading_disagreement_deg,wind_gust_mps
0,30.429760,-97.686107,88.5,27.57,45.4,1.80,0.938,13.0,2.2,3.7,20,0.95,,0.186,52.4,14,0.84,1.0,5.3
1,30.429873,-97.686057,87.6,27.54,45.4,1.80,0.938,13.1,2.2,4.2,20,0.95,,0.176,51.6,14,0.83,1.1,5.5
2,30.429973,-97.686012,88.5,27.51,45.4,1.80,0.938,13.2,2.2,4.3,20,0.95,,0.191,52.2,14,0.81,0.7,5.8
3,30.430094,-97.685966,88.6,27.48,45.5,1.80,0.938,13.0,2.2,3.8,20,0.95,,0.181,51.5,14,0.78,1.3,5.5
4,30.430197,-97.685917,88.1,27.45,45.5,1.80,0.938,13.2,2.2,3.7,20,0.95,,0.193,52.6,14,0.84,1.5,5.9
5,30.430314,-97.685870,88.4,27.42,45.5,1.80,0.938,12.8,2.2,4.2,20,0.95,,0.184,52.6,14,0.81,1.8,5.1
6,30.430416,-97.685825,87.8,27.39,45.5,1.80,0.938,13.3,2.2,4.2,20,0.95,,0.180,52.0,14,0.78,1.7,5.1
7,30.430528,-97.685787,88.1,27.36,45.5,1.80,0.937,13.1,2.2,4.3,20,0.95,,0.172,52.1,14,0.80,1.0,5.8
8,30.430652,-97.685733,88.2,27.33,45.5,1.80,0.937,13.0,2.2,3.9,20,0.95,,0.190,52.2,14,0.84,1.0,5.7
9,30.430749,-97.685688,87.9,27.30,45.5,1.80,0.937,13.1,2.2,4.2,20,0.95,,0.187,52.7,14,0.85,1.0,5.7
10,30.430855,-97.685640,87.5,27.27,45.5,1.80,0.937,13.0,2.2,3.9,20,0.95,,0.171,51.5,14,0.83,1.5,5.6
11,30.430968,-97.685585,87.5,27.24,45.6,1.80,0.937,13.3,2.2,4.1,20,0.95,,0.198,52.7,14,0.80,0.9,5.8
12,30.431076,-97.685546,87.9,27.21,45.6,1.80,0.937,13.0,2.2,3.7,20,0.95,,0.198,51.9,14,0.78,1.2,5.4
13,30.431194,-97.685497,87.7,27.18,45.6,1.80,0.937,12.7,2.2,3.8,20,0.95,,0.164,52.6,14,0.75,1.1,5.9
14,30.431298,-97.685455,88.0,27.15,45.6,1.80,0.937,13.1,2.2,4.0,20,0.95,,0.195,51.4,14,0.82,1.3,5.7
15,30.431410,-97.685392,88.2,27.12,45.6,1.80,0.937,12.9,2.2,4.0,20,0.95,,0.185,51.8,14,0.77,1.2,5.6
16,30.431522,-97.685371,87.8,27.09,45.6,1.80,0.937,12.7,2.2,4.2,20,0.95,,0.192,51.4,14,0.80,1.1,5.8
17,30.431631,-97.685316,88.5,27.06,45.6,1.80,0.937,12.8,2.2,3.8,20,0.95,,0.164,52.7,14,0.76,1.9,5.8
18,30.431739,-97.685265,88.0,27.03,45.7,1.80,0.937,12.8,2.2,3.9,20,0.95,,0.187,52.7,14,0.75,1.6,5.4
19,30.431847,-97.685226,88.3,27.00,45.7,1.80,0.937,13.2,2.2,3.9,20,0.95,,0.176,51.8,14,0.81,1.3,5.9
20,30.431964,-97.685189,87.7,26.97,45.7,1.80,0.937,13.2,2.2,4.3,20,0.95,,0.180,51.3,14,0.81,1.4,5.4
21,30.432066,-97.685132,87.4,26.94,45.7,1.80,0.937,13.3,2.2,3.9,20,0.95,,0.199,51.8,14,0.83,1.8,5.3
22,30.432174,-97.685084,87.6,26.91,45.7,1.80,0.936,12.8,2.2,4.1,20,0.95,,0.178,51.4,14,0.80,2.2,5.2
23,30.432287,-97.685040,88.5,26.88,45.7,1.80,0.936,13.2,2.2,3.9,20,0.95,,0.185,52.2,14,0.75,1.7,5.4
